date,state,daily,blood_a,blood_b,blood_ab,blood_o,donations_new,donations_regular,donations_irregular,spike_flag,is_holiday,is_weekend,days_to_holiday,regular_ratio,7dayave_regular,30dayave_new,predicted_daily
2025-04-07,Selangor,15,4,4,1,6,3,11,1,none,0,0,61.0,0.69,70.43,14.47,87.19353
2025-04-08,Selangor,136,23,40,7,66,16,102,18,none,0,0,60.0,0.74,72.0,14.2,74.4898
2025-04-09,Selangor,94,23,25,7,39,9,74,11,none,0,0,59.0,0.78,86.57,13.1,76.30467
2025-04-10,Selangor,88,19,33,5,31,63,15,10,none,0,0,58.0,0.17,96.43,13.37,120.59055
2025-04-11,Selangor,30,5,11,3,11,10,12,8,none,0,0,57.0,0.39,96.29,14.83,124.10014
2025-04-12,Selangor,88,25,18,7,38,8,65,15,none,0,1,56.0,0.73,89.0,14.03,233.63403
2025-04-13,Selangor,144,38,36,12,58,27,89,28,none,0,1,55.0,0.61,84.57,13.53,189.73907
2025-04-14,Selangor,9,1,6,0,2,1,8,0,none,0,0,54.0,0.8,52.57,14.2,36.7981
2025-04-15,Selangor,111,19,35,7,50,17,51,43,none,0,0,53.0,0.46,52.14,13.73,80.01995
2025-04-16,Selangor,101,33,26,2,40,16,29,56,none,0,0,52.0,0.28,44.86,13.23,79.71612
2025-04-17,Selangor,131,33,39,1,58,49,47,35,none,0,0,51.0,0.36,38.43,13.77,76.44948
2025-04-18,Selangor,24,3,6,1,14,2,15,7,none,0,0,50.0,0.6,43.0,14.37,65.060074
2025-04-19,Selangor,214,65,53,5,91,20,164,30,normal_spike,0,1,49.0,0.76,43.43,14.0,109.299355
2025-04-20,Selangor,336,78,87,10,161,39,248,49,extreme_spike,0,1,48.0,0.74,57.57,14.03,170.64499
2025-04-21,Selangor,15,5,4,0,6,0,12,3,none,0,0,47.0,0.75,80.29,14.8,74.36086
2025-04-22,Selangor,85,24,13,5,43,44,20,21,none,0,0,46.0,0.23,80.86,14.8,113.42519
2025-04-23,Selangor,74,10,28,4,32,7,48,19,none,0,0,45.0,0.64,76.43,15.8,90.293
2025-04-24,Selangor,75,19,13,6,37,19,38,18,none,0,0,44.0,0.5,79.14,15.73,104.11731
2025-04-25,Selangor,0,0,0,0,0,0,0,0,none,0,0,43.0,0.0,77.86,16.0,25.727215
2025-04-26,Selangor,0,0,0,0,0,0,0,0,none,0,1,42.0,0.0,75.71,15.13,34.687317
2025-04-27,Selangor,354,87,96,20,151,49,261,44,extreme_spike,0,1,41.0,0.74,52.29,14.53,145.62015
2025-04-28,Selangor,7,1,1,0,5,0,6,1,none,0,0,40.0,0.75,54.14,16.1,50.287403
2025-04-29,Selangor,105,30,37,4,34,18,66,21,none,0,0,39.0,0.62,53.29,15.67,65.3849
2025-04-30,Selangor,123,33,30,12,48,24,63,36,none,0,0,38.0,0.51,59.86,16.27,90.13003
2025-05-01,Selangor,295,61,76,22,136,27,210,58,extreme_spike,0,0,37.0,0.71,62.0,17.07,68.356964
2025-05-02,Selangor,75,11,25,8,31,38,14,23,none,0,0,36.0,0.18,86.57,17.97,98.617165
2025-05-03,Selangor,111,23,38,6,44,19,74,18,none,0,1,35.0,0.66,88.57,19.23,214.69104
2025-05-04,Selangor,143,38,40,0,65,25,81,37,none,0,1,34.0,0.56,99.14,19.77,190.68831
2025-05-05,Selangor,12,2,7,0,3,2,9,1,none,0,0,33.0,0.69,73.43,20.33,84.754196
2025-05-06,Selangor,80,17,22,5,36,17,36,27,none,0,0,32.0,0.44,73.86,19.8,109.269135
2025-05-07,Selangor,22,5,4,1,12,5,15,2,none,0,0,31.0,0.65,69.57,18.97,87.78347
2025-05-08,Selangor,81,11,28,4,38,10,51,20,none,0,0,30.0,0.62,62.71,19.03,79.26112
2025-05-09,Selangor,35,9,8,1,17,4,28,3,none,0,0,29.0,0.78,40.0,18.83,45.010506
2025-05-10,Selangor,0,0,0,0,0,0,0,0,none,0,1,28.0,0.0,42.0,18.67,-4.063407
2025-05-11,Selangor,199,53,46,13,87,21,133,45,normal_spike,0,1,27.0,0.66,31.43,16.57,89.96263
2025-05-12,Selangor,333,94,91,5,143,43,211,79,extreme_spike,0,0,26.0,0.63,38.86,16.93,57.962242
2025-05-13,Selangor,10,2,2,0,6,0,10,0,none,0,0,25.0,0.91,67.71,18.1,34.144527
2025-05-14,Selangor,70,18,22,2,28,20,43,7,none,0,0,24.0,0.61,64.0,17.2,86.22134
2025-05-15,Selangor,56,9,25,0,22,10,35,11,none,0,0,23.0,0.61,68.0,17.83,85.89177
2025-05-16,Selangor,45,6,11,3,25,6,28,11,none,0,0,22.0,0.61,65.71,17.6,85.89177
2025-05-17,Selangor,123,38,30,6,49,13,86,24,none,0,1,21.0,0.69,65.71,17.27,190.41635
2025-05-18,Selangor,198,49,56,3,90,36,118,44,normal_spike,0,1,20.0,0.59,78.0,16.07,172.25818
2025-05-19,Selangor,11,1,3,0,7,2,7,2,none,0,0,19.0,0.58,75.86,17.2,102.11131
2025-05-20,Selangor,122,30,39,4,49,33,49,40,none,0,0,18.0,0.4,46.71,16.6,77.49472
2025-05-21,Selangor,82,19,20,6,37,6,69,7,none,0,0,17.0,0.83,52.29,16.4,33.02414
2025-05-22,Selangor,73,13,23,10,27,19,40,14,none,0,0,16.0,0.54,56.0,16.6,85.14089
2025-05-23,Selangor,121,25,41,12,43,40,47,34,none,0,0,15.0,0.39,56.71,15.77,87.803345
2025-05-24,Selangor,184,44,51,6,83,26,108,50,none,0,1,14.0,0.58,59.43,16.87,142.7158
2025-05-25,Selangor,181,37,59,10,75,27,115,39,none,0,1,13.0,0.63,62.57,17.1,162.10728
2025-05-26,Selangor,17,3,3,1,10,0,16,1,none,0,0,12.0,0.89,62.14,18.0,33.252914
2025-05-27,Selangor,71,14,17,8,32,9,50,12,none,0,0,11.0,0.69,63.43,18.0,72.930626
2025-05-28,Selangor,57,17,14,3,23,25,12,20,none,0,0,10.0,0.21,63.57,16.67,102.53249
2025-05-29,Selangor,33,8,6,3,16,3,23,7,none,0,0,9.0,0.68,55.43,17.5,63.56814
2025-05-30,Selangor,40,11,11,4,14,14,6,20,none,0,0,8.0,0.15,53.0,17.0,86.37555
2025-05-31,Selangor,130,37,37,7,49,24,76,30,none,0,1,7.0,0.58,47.14,16.67,101.6576
2025-06-01,Selangor,159,30,45,4,80,24,95,40,none,0,1,6.0,0.59,42.57,16.57,95.85226
2025-06-02,Selangor,121,27,33,4,57,15,81,25,none,0,0,5.0,0.66,39.71,16.1,57.001297
2025-06-03,Selangor,41,9,11,3,18,10,21,10,none,0,0,4.0,0.5,49.0,15.97,70.06017
2025-06-04,Selangor,53,10,14,2,27,5,42,6,none,0,0,3.0,0.78,44.86,15.47,46.461338
2025-06-05,Selangor,44,13,12,2,17,13,22,9,none,0,0,2.0,0.49,49.14,15.57,64.06855
2025-06-06,Selangor,6,2,2,0,2,0,4,2,none,0,0,1.0,0.57,49.0,15.43,63.482292
2025-06-07,Selangor,0,0,0,0,0,0,0,0,none,1,1,0.0,0.0,48.71,15.27,1.7992848
2025-06-08,Selangor,0,0,0,0,0,0,0,0,none,0,1,134.0,0.0,37.86,14.93,-2.5933716
2025-06-09,Selangor,13,7,1,0,5,0,9,4,none,0,0,133.0,0.64,24.29,14.8,55.48375
2025-06-10,Selangor,81,20,32,4,25,11,38,32,none,0,0,132.0,0.46,14.0,14.8,63.334446
2025-06-11,Selangor,34,8,7,1,18,5,24,5,none,0,0,131.0,0.69,16.43,14.47,49.145554
2025-06-12,Selangor,56,13,15,5,23,13,32,11,none,0,0,130.0,0.56,13.86,13.2,63.20806
2025-06-13,Selangor,78,17,18,4,39,23,44,11,none,0,0,129.0,0.56,15.29,13.63,63.989655
2025-06-14,Selangor,111,20,36,6,49,38,49,24,none,0,1,128.0,0.44,21.0,13.73,67.23359
2025-06-15,Selangor,113,23,26,4,60,31,65,17,none,0,1,127.0,0.57,28.0,14.67,80.76813
2025-06-16,Selangor,6,1,4,0,1,0,6,0,none,0,0,126.0,0.86,37.29,15.5,26.765781
2025-06-17,Selangor,83,20,26,4,33,12,56,15,none,0,0,125.0,0.67,36.86,15.07,50.716225
2025-06-18,Selangor,69,13,22,5,29,16,41,12,none,0,0,124.0,0.59,39.43,14.27,65.04236
2025-06-19,Selangor,152,41,43,12,56,31,39,82,none,0,0,123.0,0.25,41.86,14.73,79.95453
2025-06-20,Selangor,29,5,10,1,13,10,18,1,none,0,0,122.0,0.6,42.86,14.67,62.25479
2025-06-21,Selangor,176,53,31,7,85,29,98,49,none,0,1,121.0,0.55,39.14,14.8,85.676544
2025-06-22,Selangor,261,68,58,16,119,38,170,53,normal_spike,0,1,120.0,0.65,46.14,15.13,119.925804
2025-06-23,Selangor,5,1,1,0,3,0,3,2,none,0,0,119.0,0.5,61.14,15.07,86.97802
2025-06-24,Selangor,159,39,44,8,68,43,52,64,none,0,0,118.0,0.32,60.71,14.2,97.25233
2025-06-25,Selangor,71,21,20,1,29,17,34,20,none,0,0,117.0,0.47,60.14,14.73,90.76755
2025-06-26,Selangor,107,19,32,12,44,45,50,12,none,0,0,116.0,0.46,59.14,15.3,91.37853
2025-06-27,Selangor,90,24,17,9,40,13,58,19,none,0,0,115.0,0.64,60.71,16.5,73.15232
2025-06-28,Selangor,0,0,0,0,0,0,0,0,none,0,1,114.0,0.0,66.43,16.1,18.554506
2025-06-29,Selangor,326,72,85,19,150,39,242,45,extreme_spike,0,1,113.0,0.74,52.43,16.0,142.35048
2025-06-30,Selangor,15,2,6,0,7,2,11,2,none,0,0,112.0,0.69,62.71,16.83,70.94422
2025-07-01,Selangor,69,10,24,5,30,8,44,17,none,0,0,111.0,0.63,63.86,16.1,72.644135
2025-07-02,Selangor,110,22,34,5,49,41,43,26,none,0,0,110.0,0.39,62.71,15.57,90.76755
2025-07-03,Selangor,0,0,0,0,0,0,0,0,none,0,0,109.0,0.0,64.0,16.43,24.314087
2025-07-04,Selangor,24,4,11,2,7,0,23,1,none,0,0,108.0,0.92,56.86,16.1,25.53502
2025-07-05,Selangor,581,153,170,23,235,280,211,90,extreme_spike,0,1,107.0,0.36,51.86,15.93,109.56666
2025-07-06,Selangor,0,0,0,0,0,0,0,0,none,0,1,106.0,0.0,82.0,24.83,15.480001
2025-07-07,Selangor,0,0,0,0,0,0,0,0,none,0,0,105.0,0.0,47.43,24.83,13.945332
2025-07-08,Selangor,69,18,23,2,26,16,34,19,none,0,0,104.0,0.49,45.86,24.83,82.95491
2025-07-09,Selangor,85,27,22,4,32,34,40,11,none,0,0,103.0,0.47,44.43,25.37,82.95491
2025-07-10,Selangor,37,6,7,2,22,8,23,6,none,0,0,102.0,0.61,44.0,26.5,73.38076
2025-07-11,Selangor,154,34,50,7,63,16,112,26,none,0,0,101.0,0.72,47.29,26.4,57.40073
2025-07-12,Selangor,137,30,38,9,60,29,69,39,none,0,1,100.0,0.5,60.0,26.77,179.40918
2025-07-13,Selangor,183,39,39,15,90,29,126,28,none,0,1,99.0,0.68,39.71,27.3,139.18552
2025-07-14,Selangor,10,3,2,0,5,0,9,1,none,0,0,98.0,0.82,57.71,27.5,47.34264
2025-07-15,Selangor,102,31,30,5,36,20,61,21,none,0,0,97.0,0.59,59.0,26.23,99.0593
2025-07-16,Selangor,83,17,20,4,42,26,39,18,none,0,0,96.0,0.46,62.86,25.87,103.09316
2025-07-17,Selangor,101,24,37,0,40,25,40,36,none,0,0,95.0,0.39,62.71,26.73,109.15059
2025-07-18,Selangor,79,26,22,0,31,18,48,13,none,0,0,94.0,0.6,65.14,27.17,95.19338
2025-07-19,Selangor,121,25,39,2,55,12,77,32,none,0,1,93.0,0.63,56.0,27.23,180.4503
2025-07-20,Selangor,228,61,62,0,105,24,175,29,normal_spike,0,1,92.0,0.76,57.14,26.6,208.83272
2025-07-21,Selangor,13,3,3,0,7,1,8,4,none,0,0,91.0,0.57,64.14,27.07,104.84451
2025-07-22,Selangor,30,8,7,0,15,3,21,6,none,0,0,90.0,0.68,64.0,26.13,86.25867
2025-07-23,Selangor,114,31,28,4,51,25,67,22,none,0,0,89.0,0.58,58.29,24.97,99.119865
2025-07-24,Selangor,95,24,27,4,40,49,13,33,none,0,0,88.0,0.14,62.29,25.8,114.0522
2025-07-25,Selangor,51,13,18,2,18,28,11,12,none,0,0,87.0,0.21,58.43,26.0,107.56717
2025-07-26,Selangor,0,0,0,0,0,0,0,0,none,0,1,86.0,0.0,53.14,26.37,13.948601
2025-07-27,Selangor,210,58,49,12,91,32,136,42,normal_spike,0,1,85.0,0.64,42.14,24.87,122.51162
2025-07-28,Selangor,9,3,0,0,6,0,8,1,none,0,0,84.0,0.8,36.57,25.5,36.550816
2025-07-29,Selangor,99,27,28,7,37,38,36,25,none,0,0,83.0,0.36,36.57,25.5,86.16334
2025-07-30,Selangor,51,17,14,1,19,4,37,10,none,0,0,82.0,0.71,38.71,25.47,56.6584
2025-07-31,Selangor,82,26,20,5,31,21,44,17,none,0,0,81.0,0.53,34.43,25.53,76.42448
2025-08-01,Selangor,47,11,14,2,20,10,17,20,none,0,0,80.0,0.35,38.86,25.97,87.6926
2025-08-02,Selangor,194,45,55,12,82,27,132,35,normal_spike,0,1,79.0,0.68,39.71,24.93,122.78498
2025-08-03,Selangor,121,32,37,4,48,6,90,25,none,0,1,78.0,0.74,58.57,25.83,195.22185
2025-08-04,Selangor,0,0,0,0,0,0,0,0,none,0,0,77.0,0.0,52.0,26.03,20.227884
2025-08-05,Selangor,97,26,29,4,38,18,48,31,none,0,0,76.0,0.49,50.86,16.7,83.398834
2025-08-06,Selangor,123,21,39,4,59,11,79,33,none,0,0,75.0,0.64,52.57,17.3,63.984207
2025-08-07,Selangor,97,22,26,7,42,22,56,19,none,0,0,74.0,0.57,58.57,17.67,97.829155
2025-08-08,Selangor,78,9,29,7,33,57,19,2,none,0,0,73.0,0.24,60.29,17.87,108.952225
2025-08-09,Selangor,0,0,0,0,0,0,0,0,none,0,1,72.0,0.0,60.57,18.63,6.9902325
2025-08-10,Selangor,239,75,50,17,97,27,176,36,normal_spike,0,1,71.0,0.73,41.71,18.37,114.37709
2025-08-11,Selangor,45,11,18,0,16,29,9,7,none,0,0,70.0,0.2,54.0,18.73,99.19744
2025-08-12,Selangor,85,20,23,5,37,31,19,35,none,0,0,69.0,0.22,55.29,18.73,100.94315
2025-08-13,Selangor,114,26,16,9,63,21,66,27,none,0,0,68.0,0.57,51.14,18.8,84.542984
2025-08-14,Selangor,91,22,32,6,31,24,46,21,none,0,0,67.0,0.5,49.29,19.5,81.3461
2025-08-15,Selangor,43,12,13,1,17,7,29,7,none,0,0,66.0,0.66,47.86,19.63,68.4468
2025-08-16,Selangor,174,43,50,10,71,28,108,38,none,0,1,65.0,0.62,49.29,19.0,139.27919
2025-08-17,Selangor,173,48,41,14,70,34,82,57,none,0,1,64.0,0.47,64.71,19.1,164.33736
2025-08-18,Selangor,0,0,0,0,0,0,0,0,none,0,0,63.0,0.0,51.29,19.63,28.525696
2025-08-19,Selangor,70,9,24,7,30,15,39,16,none,0,0,62.0,0.55,50.0,19.23,91.1945
2025-08-20,Selangor,75,20,15,1,39,25,36,14,none,0,0,61.0,0.47,52.86,18.93,96.36176
2025-08-21,Selangor,69,18,25,1,25,9,50,10,none,0,0,60.0,0.71,48.57,19.73,63.41018
2025-08-22,Selangor,59,11,16,4,28,10,36,13,none,0,0,59.0,0.6,49.14,19.93,80.82083
2025-08-23,Selangor,101,21,27,3,50,12,66,23,none,0,1,58.0,0.65,50.14,19.43,166.76445
2025-08-24,Selangor,197,54,53,11,79,17,146,34,normal_spike,0,1,57.0,0.74,44.14,18.2,121.782265
2025-08-25,Selangor,18,5,4,0,9,0,16,2,none,0,0,56.0,0.84,53.29,17.83,42.816517
2025-08-26,Selangor,10,2,3,1,4,0,9,1,none,0,0,55.0,0.82,55.57,17.83,39.051254
2025-08-27,Selangor,46,11,13,2,20,2,38,6,none,0,0,54.0,0.81,51.29,16.77,37.4778
2025-08-28,Selangor,56,14,22,0,20,20,19,17,none,0,0,53.0,0.33,51.57,16.83,87.70206
2025-08-29,Selangor,49,8,13,6,22,22,12,15,none,0,0,52.0,0.24,47.14,16.23,81.64695
2025-08-30,Selangor,228,52,58,18,100,28,177,23,normal_spike,0,1,51.0,0.77,43.71,16.83,112.11434
2025-08-31,Selangor,344,93,73,20,158,42,245,57,extreme_spike,0,1,50.0,0.71,59.57,17.07,177.56297
2025-09-01,Selangor,0,0,0,0,0,0,0,0,none,0,0,49.0,0.0,73.71,18.13,19.898962
2025-09-02,Selangor,5,0,0,0,5,0,5,0,none,0,0,48.0,0.83,71.43,17.23,50.587654
2025-09-03,Selangor,66,17,19,6,24,16,19,31,none,0,0,47.0,0.28,70.86,17.03,109.84964
2025-09-04,Selangor,84,21,20,6,37,12,51,21,none,0,0,46.0,0.6,68.14,17.57,90.14022
2025-09-05,Selangor,73,16,27,2,28,12,38,23,none,0,0,45.0,0.51,72.71,17.37,100.71771
2025-09-06,Selangor,0,0,0,0,0,0,0,0,none,0,1,44.0,0.0,76.43,17.4,26.727621
2025-09-07,Selangor,287,60,82,15,130,36,209,42,extreme_spike,0,1,43.0,0.73,51.14,16.67,147.74495
2025-09-08,Selangor,16,6,1,0,9,1,14,1,none,0,0,42.0,0.82,46.0,15.97,36.895016
2025-09-09,Selangor,44,13,6,6,19,4,34,6,none,0,0,41.0,0.76,48.0,16.0,45.261536
2025-09-10,Selangor,91,24,27,3,37,16,65,10,none,0,0,40.0,0.71,52.14,15.23,51.871838
2025-09-11,Selangor,127,26,31,8,62,23,65,39,none,0,0,39.0,0.51,58.71,14.8,92.89901
2025-09-12,Selangor,11,2,4,1,4,2,9,0,none,0,0,38.0,0.75,60.71,14.53,53.865623
2025-09-13,Selangor,0,0,0,0,0,0,0,0,none,0,1,37.0,0.0,56.57,13.9,3.7579753
2025-09-14,Selangor,85,26,23,3,33,6,64,15,none,0,1,36.0,0.74,56.57,13.1,147.46799
2025-09-15,Selangor,188,47,49,16,76,21,125,42,normal_spike,0,0,35.0,0.66,35.86,13.07,57.18828
2025-09-16,Selangor,141,28,39,7,67,18,83,40,none,0,0,34.0,0.58,51.71,12.83,76.134155
2025-09-17,Selangor,9,2,2,0,5,0,6,3,none,0,0,33.0,0.6,58.71,12.3,77.99134
2025-09-18,Selangor,50,9,13,3,25,17,19,14,none,0,0,32.0,0.37,50.29,12.3,83.642654
2025-09-19,Selangor,34,4,11,3,16,8,15,11,none,0,0,31.0,0.43,43.71,12.37,73.76034
2025-09-20,Selangor,193,44,51,8,90,18,136,39,normal_spike,0,1,30.0,0.7,44.57,11.8,100.15778
2025-09-21,Selangor,175,38,53,8,76,20,126,29,none,0,1,29.0,0.72,64.0,12.1,184.8843
2025-09-22,Selangor,11,3,3,0,5,2,8,1,none,0,0,28.0,0.67,72.86,12.43,77.92484
2025-09-23,Selangor,110,32,30,9,39,41,27,42,none,0,0,27.0,0.24,56.14,12.1,90.97833
2025-09-24,Selangor,0,0,0,0,0,0,0,0,none,0,0,26.0,0.0,48.14,12.9,8.577448
2025-09-25,Selangor,0,0,0,0,0,0,0,0,none,0,0,25.0,0.0,47.29,12.9,8.577448
2025-09-26,Selangor,15,6,4,1,4,0,15,0,none,0,0,24.0,0.94,44.57,12.9,19.998457
2025-09-27,Selangor,0,0,0,0,0,0,0,0,none,0,1,23.0,0.0,44.57,12.83,-5.0672774
2025-09-28,Selangor,237,59,51,12,115,17,191,29,normal_spike,0,1,22.0,0.8,25.14,12.17,83.21768
2025-09-29,Selangor,11,1,3,0,7,0,8,3,none,0,0,21.0,0.67,34.43,12.0,52.650875
2025-09-30,Selangor,79,17,31,2,29,15,45,19,none,0,0,20.0,0.56,34.43,11.07,63.467445
2025-10-01,Selangor,135,35,46,5,49,17,80,38,none,0,0,19.0,0.59,37.0,10.17,64.046
2025-10-02,Selangor,106,28,31,5,42,9,83,14,none,0,0,18.0,0.78,48.43,10.73,41.526398
2025-10-03,Selangor,16,4,3,0,9,2,14,0,none,0,0,17.0,0.82,60.29,11.03,42.291
2025-10-04,Selangor,163,35,38,7,83,18,122,23,none,0,1,16.0,0.74,60.14,10.57,166.85632
2025-10-05,Selangor,200,55,56,10,79,23,135,42,normal_spike,0,1,15.0,0.67,77.57,10.77,204.14479
2025-10-06,Selangor,15,5,5,0,5,0,13,2,none,0,0,14.0,0.81,69.57,11.13,48.900143
2025-10-07,Selangor,58,17,11,4,26,17,30,11,none,0,0,13.0,0.51,70.29,11.13,93.50263
2025-10-08,Selangor,65,17,21,2,25,19,12,34,none,0,0,12.0,0.18,68.14,10.5,123.21633
2025-10-09,Selangor,64,9,25,6,24,16,36,12,none,0,0,11.0,0.55,58.43,11.1,88.366875
2025-10-10,Selangor,3,0,2,0,1,0,3,0,none,0,0,10.0,0.75,51.71,11.5,39.525528
2025-10-11,Selangor,115,32,27,7,49,16,74,25,none,0,1,9.0,0.64,50.14,10.97,127.29798
2025-10-12,Selangor,219,62,52,19,86,33,142,44,normal_spike,0,1,8.0,0.65,43.29,10.73,99.81384
2025-10-13,Selangor,0,0,0,0,0,0,0,0,none,0,0,7.0,0.0,44.29,11.77,12.002096
2025-10-14,Selangor,77,19,20,4,34,22,32,23,none,0,0,6.0,0.41,42.43,11.77,72.789154
2025-10-15,Selangor,144,33,45,5,61,39,87,18,none,0,0,5.0,0.6,42.71,12.3,61.82589
2025-10-16,Selangor,104,30,31,7,36,26,43,35,none,0,0,4.0,0.41,53.43,12.9,77.98963
2025-10-17,Selangor,10,6,3,0,1,1,8,1,none,0,0,3.0,0.73,54.43,13.17,52.859035
2025-10-18,Selangor,0,0,0,0,0,0,0,0,none,0,1,2.0,0.0,55.14,13.2,-9.837587
2025-10-19,Selangor,225,55,71,15,84,27,164,34,normal_spike,0,1,1.0,0.73,44.57,12.63,84.0022
2025-10-20,Selangor,94,24,22,8,40,0,94,0,none,1,0,0.0,0.99,47.71,13.27,-3.018076
2025-10-21,Selangor,7,2,2,0,3,0,7,0,none,0,0,65.0,0.88,61.14,12.67,32.03015
2025-10-22,Selangor,85,25,19,4,37,22,36,27,none,0,0,64.0,0.42,57.57,12.0,100.61282
2025-10-23,Selangor,109,22,30,11,46,41,45,23,none,0,0,63.0,0.41,50.29,12.67,87.41219
2025-10-24,Selangor,53,14,15,6,18,7,33,13,none,0,0,62.0,0.61,50.57,12.67,72.73233
2025-10-25,Selangor,190,38,38,16,98,35,107,48,normal_spike,0,1,61.0,0.56,54.14,12.9,130.44812
2025-10-26,Selangor,0,0,0,0,0,0,0,0,none,0,1,60.0,0.0,69.43,14.07,26.608862
2025-10-27,Selangor,69,12,23,3,31,16,44,9,none,0,0,59.0,0.63,46.0,14.07,68.45232
2025-10-28,Selangor,88,23,24,3,38,10,63,15,none,0,0,58.0,0.71,38.86,14.6,54.52176
2025-10-29,Selangor,87,20,24,1,42,44,10,33,none,0,0,57.0,0.11,46.86,14.37,96.46021
2025-10-30,Selangor,86,24,22,1,39,46,25,15,none,0,0,56.0,0.29,43.14,15.83,89.4252
2025-10-31,Selangor,37,7,11,5,14,4,31,2,none,0,0,55.0,0.82,40.29,16.87,34.96891
2025-11-01,Selangor,79,21,30,5,23,13,43,23,none,0,1,54.0,0.54,40.0,16.43,85.643005
2025-11-02,Selangor,200,45,65,9,81,16,151,33,normal_spike,0,1,53.0,0.75,30.86,16.57,98.0001
2025-11-03,Selangor,11,1,1,0,9,2,8,1,none,0,0,52.0,0.67,52.43,17.03,57.90104
2025-11-04,Selangor,60,14,13,5,28,14,37,9,none,0,0,51.0,0.61,47.29,16.5,62.288387
2025-11-05,Selangor,103,26,26,5,46,18,71,14,none,0,0,50.0,0.68,43.57,16.2,54.691757
2025-11-06,Selangor,93,22,23,11,37,52,32,9,none,0,0,49.0,0.34,52.29,16.8,89.516624
2025-11-07,Selangor,155,46,35,7,67,31,80,44,none,0,0,48.0,0.51,53.29,17.97,81.5981
2025-11-08,Selangor,0,0,0,0,0,0,0,0,none,0,1,47.0,0.0,60.29,18.37,9.840924
2025-11-09,Selangor,113,28,33,2,50,6,83,24,none,0,1,46.0,0.73,54.14,17.83,158.89597
2025-11-10,Selangor,12,0,2,0,10,0,10,2,none,0,0,45.0,0.77,44.43,18.03,45.63316
2025-11-11,Selangor,122,34,39,4,45,41,60,21,none,0,0,44.0,0.49,44.71,17.5,79.82812
2025-11-12,Selangor,119,34,28,9,48,24,56,39,none,0,0,43.0,0.47,48.0,17.77,80.82731
2025-11-13,Selangor,93,27,29,2,35,39,35,19,none,0,0,42.0,0.37,45.86,18.57,88.40765
2025-11-14,Selangor,70,17,22,3,28,18,32,20,none,0,0,41.0,0.45,46.29,19.13,86.56919
2025-11-15,Selangor,127,35,35,9,48,23,68,36,none,0,1,40.0,0.53,39.43,18.43,97.13256
2025-11-16,Selangor,206,47,57,11,91,28,141,37,normal_spike,0,1,39.0,0.68,49.14,18.33,147.71097
2025-11-17,Selangor,9,0,2,1,6,1,8,0,none,0,0,38.0,0.8,57.43,19.23,42.95257
2025-11-18,Selangor,86,18,24,7,37,18,42,26,none,0,0,37.0,0.48,57.14,19.27,94.7447
2025-11-19,Selangor,92,19,29,1,43,19,55,18,none,0,0,36.0,0.59,54.57,18.97,90.23652
2025-11-20,Selangor,81,20,16,5,40,30,40,11,none,0,0,35.0,0.49,54.43,19.6,95.73434
2025-11-21,Selangor,46,9,15,6,16,5,27,14,none,0,0,34.0,0.57,55.14,20.6,92.70406
2025-11-22,Selangor,161,40,38,13,70,21,103,37,none,0,1,33.0,0.64,54.43,20.03,153.98532
2025-11-23,Selangor,195,45,48,10,92,22,149,24,normal_spike,0,1,32.0,0.76,59.43,19.37,188.41109
2025-11-24,Selangor,8,2,4,0,2,1,7,0,none,0,0,31.0,0.78,60.57,19.87,56.81087
2025-11-25,Selangor,114,30,31,9,44,32,49,33,none,0,0,30.0,0.43,60.43,18.73,97.05515
2025-11-26,Selangor,131,37,33,9,52,23,80,28,none,0,0,29.0,0.61,61.43,19.8,84.63308
2025-11-27,Selangor,88,22,20,7,39,23,44,21,none,0,0,28.0,0.49,65.0,20.03,103.82549
2025-11-28,Selangor,50,12,16,2,20,7,36,7,none,0,0,27.0,0.71,65.57,20.47,76.15786
2025-11-29,Selangor,116,28,34,11,43,23,66,27,none,0,1,26.0,0.56,66.86,19.23,155.7046
2025-11-30,Selangor,177,57,35,15,70,20,125,32,none,0,1,25.0,0.7,61.57,18.47,176.4738
2025-12-01,Selangor,8,2,2,1,3,0,5,3,none,0,0,24.0,0.56,58.14,19.0,90.39374
2025-12-02,Selangor,61,9,19,5,28,26,22,13,none,0,0,23.0,0.35,57.86,18.57,99.1961
2025-12-03,Selangor,72,9,21,6,36,4,56,12,none,0,0,22.0,0.77,54.0,18.9,46.51049
2025-12-04,Selangor,112,31,31,9,41,21,64,27,none,0,0,21.0,0.57,50.57,18.97,80.586784
2025-12-05,Selangor,95,13,20,6,56,33,20,42,none,0,0,20.0,0.21,53.43,19.2,87.973
2025-12-06,Selangor,93,23,24,0,46,9,65,19,none,0,1,19.0,0.69,51.14,19.7,154.79622
2025-12-07,Selangor,213,51,43,18,101,30,145,38,normal_spike,0,1,18.0,0.68,51.0,18.27,145.78445
2025-12-08,Selangor,16,4,2,1,9,1,11,4,none,0,0,17.0,0.65,53.86,18.23,71.943306
2025-12-09,Selangor,82,18,27,3,34,13,57,12,none,0,0,16.0,0.69,54.71,18.27,66.94626
2025-12-10,Selangor,137,36,42,12,47,59,29,49,none,0,0,15.0,0.21,59.71,18.5,101.40548
2025-12-11,Selangor,176,44,43,4,85,15,128,33,none,0,0,14.0,0.72,55.86,20.47,64.89614
2025-12-12,Selangor,19,6,3,1,9,5,13,1,none,0,0,13.0,0.65,65.0,19.6,88.53561
