date,state,daily,blood_a,blood_b,blood_ab,blood_o,donations_new,donations_regular,donations_irregular,spike_flag,is_holiday,is_weekend,days_to_holiday,regular_ratio,7dayave_regular,30dayave_new
2023-04-25,Selangor,24,8,6,0,10,0,22,2,none,0,0,65.0,0.88,9.57,12.87
2023-04-26,Selangor,36,2,16,0,18,3,19,14,none,0,0,64.0,0.51,8.14,12.3
2023-04-27,Selangor,38,13,6,3,16,9,21,8,none,0,0,63.0,0.54,8.29,12.37
2023-04-28,Selangor,83,19,22,6,36,10,62,11,none,0,0,62.0,0.74,8.86,11.6
2023-04-29,Selangor,130,26,46,2,56,19,70,41,none,0,1,61.0,0.53,17.71,11.47
2023-04-30,Selangor,172,42,39,9,82,22,103,47,none,0,1,60.0,0.6,27.71,11.8
2023-05-01,Selangor,296,67,79,20,130,61,177,58,extreme_spike,0,0,59.0,0.6,42.43,12.4
2023-05-02,Selangor,8,2,5,0,1,1,6,1,none,0,0,58.0,0.67,67.71,14.23
2023-05-03,Selangor,43,8,9,1,25,19,11,13,none,0,0,57.0,0.25,65.43,12.9
2023-05-04,Selangor,262,61,62,18,121,42,134,86,normal_spike,0,0,56.0,0.51,64.29,13.53
2023-05-05,Selangor,38,7,9,1,21,2,28,8,none,0,0,55.0,0.72,80.43,14.73
2023-05-06,Selangor,181,55,43,8,75,44,110,27,none,0,1,54.0,0.6,75.57,14.53
2023-05-07,Selangor,257,69,68,20,100,72,151,34,normal_spike,0,1,53.0,0.59,81.29,14.93
2023-05-08,Selangor,41,11,13,3,14,5,23,13,none,0,0,52.0,0.55,88.14,16.77
2023-05-09,Selangor,28,7,8,1,12,4,18,6,none,0,0,51.0,0.62,66.14,16.93
2023-05-10,Selangor,59,9,31,2,17,7,42,10,none,0,0,50.0,0.7,67.86,14.87
2023-05-11,Selangor,104,22,34,0,48,31,30,43,none,0,0,49.0,0.29,72.29,15.1
2023-05-12,Selangor,29,6,13,0,10,11,9,9,none,0,0,48.0,0.3,57.43,15.7
2023-05-13,Selangor,0,0,0,0,0,0,0,0,none,0,1,47.0,0.0,54.71,15.83
2023-05-14,Selangor,141,35,41,3,62,14,108,19,none,0,1,46.0,0.76,39.0,15.33
2023-05-15,Selangor,5,0,1,0,4,1,4,0,none,0,0,45.0,0.67,32.86,15.1
2023-05-16,Selangor,63,12,25,1,25,28,21,14,none,0,0,44.0,0.33,30.14,14.7
2023-05-17,Selangor,76,19,26,0,31,44,20,12,none,0,0,43.0,0.26,30.57,14.5
2023-05-18,Selangor,56,17,13,0,26,12,18,26,none,0,0,42.0,0.32,27.43,15.7
2023-05-19,Selangor,52,20,12,3,17,9,28,15,none,0,0,41.0,0.53,25.71,15.8
2023-05-20,Selangor,208,51,52,14,91,42,117,49,normal_spike,0,1,40.0,0.56,28.43,15.73
2023-05-21,Selangor,165,49,36,0,80,33,101,31,none,0,1,39.0,0.61,45.14,17.07
2023-05-22,Selangor,6,0,2,0,4,1,4,1,none,0,0,38.0,0.57,44.14,18.17
2023-05-23,Selangor,78,18,25,2,33,12,51,15,none,0,0,37.0,0.65,44.14,18.2
2023-05-24,Selangor,62,16,12,4,30,8,42,12,none,0,0,36.0,0.67,48.43,18.6
2023-05-25,Selangor,33,11,6,2,14,4,18,11,none,0,0,35.0,0.53,51.57,18.87
2023-05-26,Selangor,72,25,20,3,24,16,42,14,none,0,0,34.0,0.58,51.57,19.0
2023-05-27,Selangor,103,21,19,6,57,15,63,25,none,0,1,33.0,0.61,53.57,19.43
2023-05-28,Selangor,147,38,36,9,64,24,93,30,none,0,1,32.0,0.63,45.86,19.63
2023-05-29,Selangor,58,12,17,5,24,14,29,15,none,0,0,31.0,0.49,44.71,20.1
2023-05-30,Selangor,94,23,31,4,36,24,36,34,none,0,0,30.0,0.38,48.29,19.93
2023-05-31,Selangor,114,24,39,6,45,31,35,48,none,0,0,29.0,0.3,46.14,20.0
2023-06-01,Selangor,58,16,19,1,22,11,27,20,none,0,0,28.0,0.46,45.14,19.0
2023-06-02,Selangor,117,27,38,8,44,15,56,46,none,0,0,27.0,0.47,46.43,19.33
2023-06-03,Selangor,50,9,20,1,20,10,24,16,none,0,1,26.0,0.47,48.43,19.2
2023-06-04,Selangor,51,10,16,3,22,6,39,6,none,0,1,25.0,0.75,42.86,18.13
2023-06-05,Selangor,148,54,32,9,53,33,81,34,none,0,0,24.0,0.54,35.14,18.27
2023-06-06,Selangor,10,2,6,1,1,0,10,0,none,0,0,23.0,0.91,42.57,17.9
2023-06-07,Selangor,95,27,30,7,31,22,33,40,none,0,0,22.0,0.34,38.86,15.5
2023-06-08,Selangor,95,28,25,9,33,44,28,23,none,0,0,21.0,0.29,38.57,16.07
2023-06-09,Selangor,13,2,1,0,10,0,8,5,none,0,0,20.0,0.57,38.71,17.4
2023-06-10,Selangor,48,14,19,3,12,24,18,6,none,0,1,19.0,0.37,31.86,17.17
2023-06-11,Selangor,196,48,47,13,88,29,127,40,normal_spike,0,1,18.0,0.64,31.0,16.93
2023-06-12,Selangor,13,2,7,1,3,1,12,0,none,0,0,17.0,0.86,43.57,17.53
2023-06-13,Selangor,104,26,26,12,40,22,36,46,none,0,0,16.0,0.34,33.71,17.57
2023-06-14,Selangor,127,28,38,1,60,21,74,32,none,0,0,15.0,0.58,37.43,17.83
2023-06-15,Selangor,118,26,37,0,55,42,34,42,none,0,0,14.0,0.29,43.29,18.5
2023-06-16,Selangor,109,18,38,6,47,18,54,37,none,0,0,13.0,0.49,44.14,18.97
2023-06-17,Selangor,199,54,50,0,95,15,137,47,normal_spike,0,1,12.0,0.68,50.71,18.1
2023-06-18,Selangor,200,53,51,8,88,42,132,26,normal_spike,0,1,11.0,0.66,67.71,18.2
2023-06-19,Selangor,13,1,4,0,8,1,9,3,none,0,0,10.0,0.64,68.43,19.3
2023-06-20,Selangor,43,12,10,1,20,4,27,12,none,0,0,9.0,0.61,68.0,17.93
2023-06-21,Selangor,46,16,12,1,17,9,31,6,none,0,0,8.0,0.66,66.71,16.97
2023-06-22,Selangor,110,31,28,10,41,70,25,15,none,0,0,7.0,0.23,60.57,17.23
2023-06-23,Selangor,93,25,27,8,33,21,53,19,none,0,0,6.0,0.56,59.29,19.17
2023-06-24,Selangor,135,30,45,10,50,17,90,28,none,0,1,5.0,0.66,59.14,19.6
2023-06-25,Selangor,278,70,68,12,128,39,186,53,normal_spike,0,1,4.0,0.67,52.43,20.03
2023-06-26,Selangor,45,14,12,1,18,5,31,9,none,0,0,3.0,0.67,60.14,20.8
2023-06-27,Selangor,67,10,19,2,36,11,43,13,none,0,0,2.0,0.63,63.29,20.47
2023-06-28,Selangor,18,4,7,0,7,2,16,0,none,0,0,1.0,0.84,65.57,20.03
2023-06-29,Selangor,0,0,0,0,0,0,0,0,none,1,0,0.0,0.0,63.43,19.63
2023-06-30,Selangor,5,1,2,0,2,0,5,0,none,0,0,135.0,0.83,59.86,18.83
2023-07-01,Selangor,23,7,7,0,9,7,7,9,none,0,1,134.0,0.29,53.0,17.8
2023-07-02,Selangor,153,50,36,8,59,29,95,29,none,0,1,133.0,0.62,41.14,17.67
2023-07-03,Selangor,9,4,2,0,3,0,9,0,none,0,0,132.0,0.9,28.14,18.13
2023-07-04,Selangor,70,11,24,4,31,14,32,24,none,0,0,131.0,0.45,25.0,17.8
2023-07-05,Selangor,38,3,12,4,19,7,17,14,none,0,0,130.0,0.44,23.43,18.07
2023-07-06,Selangor,106,28,29,3,46,22,54,30,none,0,0,129.0,0.5,23.57,17.2
2023-07-07,Selangor,33,7,9,0,17,13,5,15,none,0,0,128.0,0.15,31.29,17.93
2023-07-08,Selangor,117,36,33,4,44,27,70,20,none,0,1,127.0,0.59,31.29,17.63
2023-07-09,Selangor,191,45,67,11,68,34,128,29,normal_spike,0,1,126.0,0.67,40.29,17.07
2023-07-10,Selangor,8,2,1,1,4,0,8,0,none,0,0,125.0,0.89,45.0,18.2
2023-07-11,Selangor,51,11,12,4,24,13,21,17,none,0,0,124.0,0.4,44.86,17.4
2023-07-12,Selangor,58,11,19,2,26,7,38,13,none,0,0,123.0,0.64,43.29,16.87
2023-07-13,Selangor,59,19,16,2,22,34,11,14,none,0,0,122.0,0.18,46.29,17.07
2023-07-14,Selangor,66,18,18,6,24,30,16,20,none,0,0,121.0,0.24,40.14,17.47
2023-07-15,Selangor,71,18,18,5,30,8,52,11,none,0,1,120.0,0.72,41.71,17.77
2023-07-16,Selangor,210,50,48,12,100,28,146,36,normal_spike,0,1,119.0,0.69,39.14,16.63
2023-07-17,Selangor,7,0,3,0,4,2,5,0,none,0,0,118.0,0.62,41.71,16.97
2023-07-18,Selangor,31,7,8,4,12,1,22,8,none,0,0,117.0,0.69,41.29,16.53
2023-07-19,Selangor,141,26,45,5,65,31,88,22,none,0,0,116.0,0.62,41.43,15.17
2023-07-20,Selangor,42,5,14,2,21,5,31,6,none,0,0,115.0,0.72,48.57,16.17
2023-07-21,Selangor,34,10,9,1,14,6,12,16,none,0,0,114.0,0.34,51.43,16.2
2023-07-22,Selangor,105,36,27,12,30,21,61,23,none,0,1,113.0,0.58,50.86,16.1
2023-07-23,Selangor,62,9,21,4,28,19,27,16,none,0,1,112.0,0.43,52.14,14.47
2023-07-24,Selangor,2,1,1,0,0,0,0,2,none,0,0,111.0,0.0,35.14,14.4
2023-07-25,Selangor,82,28,19,5,30,9,49,24,none,0,0,110.0,0.59,34.43,13.83
2023-07-26,Selangor,39,5,8,4,22,7,24,8,none,0,0,109.0,0.6,38.29,12.83
2023-07-27,Selangor,80,21,29,2,28,39,26,15,none,0,0,108.0,0.32,29.14,12.9
2023-07-28,Selangor,60,12,18,2,28,17,30,13,none,0,0,107.0,0.49,28.43,13.83
2023-07-29,Selangor,46,8,11,5,22,8,27,11,none,0,1,106.0,0.57,31.0,14.33
2023-07-30,Selangor,198,55,48,15,80,41,125,32,normal_spike,0,1,105.0,0.63,26.14,14.6
2023-07-31,Selangor,25,6,7,2,10,7,12,6,none,0,0,104.0,0.46,40.14,15.97
2023-08-01,Selangor,26,4,10,1,11,1,22,3,none,0,0,103.0,0.81,41.86,15.97
2023-08-02,Selangor,32,11,5,0,16,21,9,2,none,0,0,102.0,0.27,38.0,15.03
2023-08-03,Selangor,7,0,3,0,4,0,7,0,none,0,0,101.0,0.88,35.86,15.73
2023-08-04,Selangor,69,24,12,5,28,22,26,21,none,0,0,100.0,0.37,33.14,15.27
2023-08-05,Selangor,480,107,134,27,212,241,101,138,extreme_spike,0,1,99.0,0.21,32.57,15.77
2023-08-06,Selangor,0,0,0,0,0,0,0,0,none,0,1,98.0,0.0,43.14,23.07
2023-08-07,Selangor,38,15,9,2,12,3,27,8,none,0,0,97.0,0.69,25.29,22.63
2023-08-08,Selangor,88,25,18,8,37,14,54,20,none,0,0,96.0,0.61,27.43,21.83
2023-08-09,Selangor,59,14,16,2,27,7,41,11,none,0,0,95.0,0.68,32.0,21.17
2023-08-10,Selangor,111,25,32,8,46,24,31,56,none,0,0,94.0,0.28,36.57,21.4
2023-08-11,Selangor,63,15,11,7,30,8,42,13,none,0,0,93.0,0.66,40.0,21.77
2023-08-12,Selangor,0,0,0,0,0,0,0,0,none,0,1,92.0,0.0,42.29,21.8
2023-08-13,Selangor,169,44,30,11,84,23,118,28,none,0,1,91.0,0.69,27.86,20.67
2023-08-14,Selangor,44,10,19,2,13,11,23,10,none,0,0,90.0,0.51,44.71,20.43
2023-08-15,Selangor,90,29,21,6,34,37,22,31,none,0,0,89.0,0.24,44.14,20.53
2023-08-16,Selangor,116,27,26,3,60,32,41,43,none,0,0,88.0,0.35,39.57,20.83
2023-08-17,Selangor,92,25,25,4,38,34,25,33,none,0,0,87.0,0.27,39.57,21.83
2023-08-18,Selangor,120,25,34,9,52,41,26,53,none,0,0,86.0,0.21,38.71,22.93
2023-08-19,Selangor,110,32,33,4,41,22,67,21,none,0,1,85.0,0.6,36.43,23.27
2023-08-20,Selangor,220,64,48,12,96,26,151,43,normal_spike,0,1,84.0,0.68,46.0,23.83
2023-08-21,Selangor,10,1,6,0,3,1,9,0,none,0,0,83.0,0.82,50.71,24.5
2023-08-22,Selangor,25,4,5,2,14,1,19,5,none,0,0,82.0,0.73,48.71,23.83
2023-08-23,Selangor,34,5,13,1,15,1,27,6,none,0,0,81.0,0.77,48.29,23.23
2023-08-24,Selangor,136,37,30,5,64,23,70,43,none,0,0,80.0,0.51,46.29,23.27
2023-08-25,Selangor,70,18,18,5,29,49,14,7,none,0,0,79.0,0.2,52.71,23.73
2023-08-26,Selangor,88,19,22,4,43,18,53,17,none,0,1,78.0,0.6,51.0,25.13
2023-08-27,Selangor,162,34,40,9,79,16,102,44,none,0,1,77.0,0.63,49.0,24.43
2023-08-28,Selangor,18,5,3,1,9,3,14,1,none,0,0,76.0,0.74,42.0,24.4
2023-08-29,Selangor,103,34,34,4,31,28,41,34,none,0,0,75.0,0.39,42.71,24.23
2023-08-30,Selangor,85,27,17,7,34,9,61,15,none,0,0,74.0,0.71,45.86,23.8
2023-08-31,Selangor,221,56,66,12,87,37,137,47,normal_spike,0,0,73.0,0.62,50.71,23.87
2023-09-01,Selangor,39,14,8,2,15,5,19,15,none,0,0,72.0,0.48,60.29,25.07
2023-09-02,Selangor,68,14,17,3,34,20,36,12,none,0,1,71.0,0.52,61.0,24.53
2023-09-03,Selangor,178,40,53,6,79,24,92,62,none,0,1,70.0,0.51,58.57,25.2
2023-09-04,Selangor,22,5,5,1,11,5,14,3,none,0,0,69.0,0.61,57.14,25.27
2023-09-05,Selangor,75,22,23,0,30,15,40,20,none,0,0,68.0,0.53,57.14,17.4
2023-09-06,Selangor,49,11,10,0,28,8,29,12,none,0,0,67.0,0.58,57.0,17.9
2023-09-07,Selangor,60,17,15,1,27,16,23,21,none,0,0,66.0,0.38,52.43,18.07
2023-09-08,Selangor,36,10,10,0,16,14,5,17,none,0,0,65.0,0.14,36.14,18.13
2023-09-09,Selangor,0,0,0,0,0,0,0,0,none,0,1,64.0,0.0,34.14,18.37
2023-09-10,Selangor,144,42,45,0,57,23,84,37,none,0,1,63.0,0.58,29.0,17.57
2023-09-11,Selangor,53,9,19,4,21,18,10,25,none,0,0,62.0,0.19,27.86,18.07
2023-09-12,Selangor,71,21,18,8,24,38,16,17,none,0,0,61.0,0.22,27.29,18.67
2023-09-13,Selangor,69,15,17,7,30,19,32,18,none,0,0,60.0,0.46,23.86,19.17
2023-09-14,Selangor,175,42,48,13,72,64,60,51,none,0,0,59.0,0.34,24.29,19.43
2023-09-15,Selangor,143,32,38,15,58,14,103,26,none,0,0,58.0,0.72,29.57,20.33
2023-09-16,Selangor,285,72,83,21,109,50,186,49,extreme_spike,0,1,57.0,0.65,43.57,19.73
2023-09-17,Selangor,246,59,67,12,108,47,158,41,normal_spike,0,1,56.0,0.64,70.14,20.27
2023-09-18,Selangor,8,4,2,0,2,3,5,0,none,0,0,55.0,0.56,80.71,20.47
2023-09-19,Selangor,88,22,23,5,38,11,54,23,none,0,0,54.0,0.61,80.0,19.83
2023-09-20,Selangor,60,16,21,3,20,17,29,14,none,0,0,53.0,0.48,85.43,19.33
2023-09-21,Selangor,109,33,26,8,42,28,62,19,none,0,0,52.0,0.56,85.0,19.87
2023-09-22,Selangor,53,9,17,0,27,23,16,14,none,0,0,51.0,0.3,85.29,20.77
2023-09-23,Selangor,33,10,8,1,14,13,15,5,none,0,1,50.0,0.44,72.86,21.5
2023-09-24,Selangor,189,50,57,0,82,17,141,31,normal_spike,0,1,49.0,0.74,48.43,21.17
2023-09-25,Selangor,11,3,2,1,5,0,10,1,none,0,0,48.0,0.83,46.0,20.1
2023-09-26,Selangor,23,6,5,0,12,2,15,6,none,0,0,47.0,0.62,46.71,19.5
2023-09-27,Selangor,61,17,20,1,23,6,44,11,none,0,0,46.0,0.71,41.14,19.03
2023-09-28,Selangor,129,28,35,1,65,20,83,26,none,0,0,45.0,0.64,43.29,19.13
2023-09-29,Selangor,0,0,0,0,0,0,0,0,none,0,0,44.0,0.0,46.29,18.87
2023-09-30,Selangor,0,0,0,0,0,0,0,0,none,0,1,43.0,0.0,44.0,18.57
2023-10-01,Selangor,200,48,59,6,87,20,140,40,normal_spike,0,1,42.0,0.7,41.86,17.33
2023-10-02,Selangor,12,1,5,1,5,0,11,1,none,0,0,41.0,0.85,41.71,17.83
2023-10-03,Selangor,39,6,18,3,12,14,7,18,none,0,0,40.0,0.18,41.86,17.17
2023-10-04,Selangor,140,32,38,7,63,42,45,53,none,0,0,39.0,0.32,40.71,16.83
2023-10-05,Selangor,75,11,34,5,25,24,26,25,none,0,0,38.0,0.34,40.86,18.07
2023-10-06,Selangor,70,15,22,6,27,19,37,14,none,0,0,37.0,0.52,32.71,18.37
2023-10-07,Selangor,126,45,36,3,42,15,82,29,none,0,1,36.0,0.65,38.0,18.73
2023-10-08,Selangor,211,54,53,13,91,25,161,25,normal_spike,0,1,35.0,0.76,49.71,18.7
2023-10-09,Selangor,13,2,3,2,6,0,11,2,none,0,0,34.0,0.79,52.71,19.07
2023-10-10,Selangor,61,11,24,4,22,9,37,15,none,0,0,33.0,0.6,52.71,19.07
2023-10-11,Selangor,53,12,14,3,24,5,34,14,none,0,0,32.0,0.63,57.0,18.6
2023-10-12,Selangor,31,12,12,1,6,1,21,9,none,0,0,31.0,0.66,55.43,18.17
2023-10-13,Selangor,27,5,5,1,16,5,16,6,none,0,0,30.0,0.57,54.71,16.93
2023-10-14,Selangor,80,13,25,6,36,9,56,15,none,0,1,29.0,0.69,51.71,16.47
2023-10-15,Selangor,300,81,79,22,118,34,215,51,extreme_spike,0,1,28.0,0.71,48.0,14.63
2023-10-16,Selangor,11,1,5,1,4,0,9,2,none,0,0,27.0,0.75,55.71,15.3
2023-10-17,Selangor,63,10,19,7,27,18,33,12,none,0,0,26.0,0.52,55.43,13.63
2023-10-18,Selangor,123,24,31,7,61,23,71,29,none,0,0,25.0,0.57,54.86,12.67
2023-10-19,Selangor,54,14,10,7,23,13,28,13,none,0,0,24.0,0.51,60.14,13.33
2023-10-20,Selangor,34,7,13,1,13,14,12,8,none,0,0,23.0,0.34,61.14,13.4
2023-10-21,Selangor,172,33,47,11,81,23,97,52,none,0,1,22.0,0.56,60.57,13.3
2023-10-22,Selangor,103,24,34,7,38,18,64,21,none,0,1,21.0,0.62,66.43,13.13
2023-10-23,Selangor,7,1,2,0,4,1,5,1,none,0,0,20.0,0.62,44.86,12.97
2023-10-24,Selangor,50,13,8,4,25,9,21,20,none,0,0,19.0,0.41,44.29,12.57
2023-10-25,Selangor,33,8,10,1,14,4,24,5,none,0,0,18.0,0.71,42.57,12.3
2023-10-26,Selangor,91,19,27,10,35,21,40,30,none,0,0,17.0,0.43,35.86,12.43
2023-10-27,Selangor,123,32,44,7,40,102,10,11,none,0,0,16.0,0.08,37.57,13.07
2023-10-28,Selangor,0,0,0,0,0,0,0,0,none,0,1,15.0,0.0,37.29,16.27
2023-10-29,Selangor,148,40,38,12,58,40,89,19,none,0,1,14.0,0.6,23.43,15.6
2023-10-30,Selangor,27,10,7,0,10,5,18,4,none,0,0,13.0,0.64,27.0,16.93
2023-10-31,Selangor,87,25,25,3,34,44,31,12,none,0,0,12.0,0.35,28.86,17.1
2023-11-01,Selangor,110,18,29,10,53,41,44,25,none,0,0,11.0,0.4,30.29,17.9
2023-11-02,Selangor,74,17,23,4,30,16,33,25,none,0,0,10.0,0.44,33.14,19.27
2023-11-03,Selangor,40,9,6,2,23,5,21,14,none,0,0,9.0,0.51,32.14,19.33
2023-11-04,Selangor,175,44,46,11,74,24,115,36,none,0,1,8.0,0.65,33.71,18.1
2023-11-05,Selangor,189,43,49,11,86,32,118,39,normal_spike,0,1,7.0,0.62,50.14,18.1
2023-11-06,Selangor,6,2,1,2,1,0,5,1,none,0,0,6.0,0.71,54.29,18.53
2023-11-07,Selangor,54,19,16,2,17,6,32,16,none,0,0,5.0,0.58,52.43,18.03
2023-11-08,Selangor,46,11,15,1,19,7,30,9,none,0,0,4.0,0.64,52.57,17.4
2023-11-09,Selangor,106,24,37,6,39,19,47,40,none,0,0,3.0,0.44,50.57,17.63
2023-11-10,Selangor,33,12,10,2,9,9,14,10,none,0,0,2.0,0.41,52.57,17.97
2023-11-11,Selangor,125,30,38,10,47,17,94,14,none,0,1,1.0,0.75,51.57,18.1
2023-11-12,Selangor,146,32,38,10,66,23,96,27,none,1,1,0.0,0.65,48.57,18.63
2023-11-13,Selangor,81,18,20,5,38,9,59,13,none,0,0,42.0,0.72,45.43,19.23
2023-11-14,Selangor,17,4,7,2,4,0,15,2,none,0,0,41.0,0.83,53.14,19.23
2023-11-15,Selangor,95,22,29,6,38,35,35,25,none,0,0,40.0,0.36,50.71,18.1
2023-11-16,Selangor,68,18,20,4,26,23,32,13,none,0,0,39.0,0.46,51.43,19.27
2023-11-17,Selangor,55,16,14,1,24,11,26,18,none,0,0,38.0,0.46,49.29,19.43
2023-11-18,Selangor,0,0,0,0,0,0,0,0,none,0,1,37.0,0.0,51.0,19.03
2023-11-19,Selangor,233,63,74,0,96,36,162,35,normal_spike,0,1,36.0,0.69,37.57,18.6
2023-11-20,Selangor,7,2,2,0,3,0,6,1,none,0,0,35.0,0.75,47.0,19.33
2023-11-21,Selangor,179,51,46,0,82,58,104,17,none,0,0,34.0,0.58,39.43,18.57
2023-11-22,Selangor,54,7,22,1,24,3,37,14,none,0,0,33.0,0.67,52.14,19.9
2023-11-23,Selangor,96,30,30,0,36,24,40,32,none,0,0,32.0,0.41,52.43,19.97
2023-11-24,Selangor,65,15,19,0,31,6,41,18,none,0,0,31.0,0.62,53.57,20.47
2023-11-25,Selangor,102,30,22,0,50,18,62,22,none,0,1,30.0,0.6,55.71,20.53
2023-11-26,Selangor,137,48,32,1,56,18,98,21,none,0,1,29.0,0.71,64.57,20.43
2023-11-27,Selangor,10,5,2,1,2,1,9,0,none,0,0,28.0,0.82,55.43,17.63
2023-11-28,Selangor,134,34,39,8,53,36,37,61,none,0,0,27.0,0.27,55.86,17.67
2023-11-29,Selangor,111,31,25,5,50,28,46,37,none,0,0,26.0,0.41,46.29,17.53
2023-11-30,Selangor,96,26,25,1,44,20,49,27,none,0,0,25.0,0.51,47.57,18.3
2023-12-01,Selangor,8,4,3,0,1,1,7,0,none,0,0,24.0,0.78,48.86,17.5
2023-12-02,Selangor,63,19,18,5,21,12,28,23,none,0,1,23.0,0.44,44.0,16.17
2023-12-03,Selangor,70,16,15,3,36,8,52,10,none,0,1,22.0,0.73,39.14,16.03
2023-12-04,Selangor,33,9,12,0,12,9,19,5,none,0,0,21.0,0.56,32.57,16.13
2023-12-05,Selangor,69,15,18,3,33,36,16,17,none,0,0,20.0,0.23,34.0,15.63
2023-12-06,Selangor,87,20,18,6,43,65,12,10,none,0,0,19.0,0.14,31.0,15.77
2023-12-07,Selangor,68,16,24,1,27,16,22,30,none,0,0,18.0,0.32,26.14,17.93
2023-12-08,Selangor,0,0,0,0,0,0,0,0,none,0,0,17.0,0.0,22.29,18.27
2023-12-09,Selangor,0,0,0,0,0,0,0,0,none,0,1,16.0,0.0,21.29,18.03
2023-12-10,Selangor,177,42,52,10,73,22,134,21,none,0,1,15.0,0.75,17.29,17.4
2023-12-11,Selangor,226,53,63,16,94,29,160,37,normal_spike,0,0,14.0,0.7,29.0,17.83
2023-12-12,Selangor,7,1,3,0,3,0,6,1,none,0,0,13.0,0.75,49.14,18.23
2023-12-13,Selangor,87,16,35,6,30,24,56,7,none,0,0,12.0,0.64,47.71,17.47
2023-12-14,Selangor,94,27,22,6,39,15,41,38,none,0,0,11.0,0.43,54.0,17.97
2023-12-15,Selangor,38,5,11,4,18,14,20,4,none,0,0,10.0,0.51,56.71,18.47
2023-12-16,Selangor,79,20,22,3,34,22,48,9,none,0,1,9.0,0.6,59.57,17.77
2023-12-17,Selangor,128,28,33,6,61,17,86,25,none,0,1,8.0,0.67,66.43,17.73
2023-12-18,Selangor,9,3,3,1,2,0,7,2,none,0,0,7.0,0.7,59.57,17.93
2023-12-19,Selangor,85,18,30,1,36,14,37,34,none,0,0,6.0,0.43,37.71,17.93
2023-12-20,Selangor,64,17,20,2,25,8,43,13,none,0,0,5.0,0.66,42.14,17.2
2023-12-21,Selangor,85,21,28,11,25,23,18,44,none,0,0,4.0,0.21,40.29,17.47
2023-12-22,Selangor,22,5,5,2,10,3,16,3,none,0,0,3.0,0.7,37.0,16.3
2023-12-23,Selangor,85,20,23,7,35,9,65,11,none,0,1,2.0,0.76,36.43,16.3
2023-12-24,Selangor,101,26,26,7,42,12,74,15,none,0,1,1.0,0.73,38.86,15.8
2023-12-25,Selangor,96,22,35,4,35,10,70,16,none,1,0,0.0,0.72,37.14,16.0
2023-12-26,Selangor,14,0,3,1,10,3,6,5,none,0,0,46.0,0.4,46.14,15.73
2023-12-27,Selangor,104,27,29,2,46,11,82,11,none,0,0,45.0,0.78,41.71,15.23
2023-12-28,Selangor,66,17,12,6,31,16,39,11,none,0,0,44.0,0.58,47.29,15.57
2023-12-29,Selangor,137,41,33,4,59,14,107,16,none,0,0,43.0,0.78,50.29,14.9
2023-12-30,Selangor,244,57,69,14,104,36,162,46,normal_spike,0,1,42.0,0.66,63.29,14.43
2023-12-31,Selangor,278,73,64,15,126,29,187,62,normal_spike,0,1,41.0,0.67,77.14,14.97
2024-01-01,Selangor,248,70,58,18,102,33,168,47,normal_spike,0,0,40.0,0.67,93.29,15.9
2024-01-02,Selangor,3,0,0,0,3,0,2,1,none,0,0,39.0,0.5,107.29,16.6
2024-01-03,Selangor,45,12,14,3,16,7,27,11,none,0,0,38.0,0.59,106.71,16.33
2024-01-04,Selangor,53,16,13,4,20,4,28,21,none,0,0,37.0,0.52,98.86,16.27
2024-01-05,Selangor,43,11,13,3,16,9,17,17,none,0,0,36.0,0.39,97.29,15.2
2024-01-06,Selangor,0,0,0,0,0,0,0,0,none,0,1,35.0,0.0,84.43,13.33
2024-01-07,Selangor,199,45,59,10,85,33,111,55,normal_spike,0,1,34.0,0.56,61.29,12.8
2024-01-08,Selangor,15,2,4,1,8,2,11,2,none,0,0,33.0,0.69,50.43,13.9
2024-01-09,Selangor,78,18,19,5,36,10,44,24,none,0,0,32.0,0.56,28.0,13.97
2024-01-10,Selangor,58,14,13,3,28,9,35,14,none,0,0,31.0,0.59,34.0,13.57
2024-01-11,Selangor,42,7,14,1,20,5,21,16,none,0,0,30.0,0.49,35.14,12.9
2024-01-12,Selangor,31,8,5,2,16,4,18,9,none,0,0,29.0,0.56,34.14,13.07
2024-01-13,Selangor,128,39,28,5,56,33,65,30,none,0,1,28.0,0.5,34.29,12.4
2024-01-14,Selangor,133,28,36,7,62,14,88,31,none,0,1,27.0,0.66,43.57,13.0
2024-01-15,Selangor,11,2,2,1,6,2,9,0,none,0,0,26.0,0.75,40.29,13.0
2024-01-16,Selangor,74,20,20,5,29,12,38,24,none,0,0,25.0,0.51,40.0,12.33
2024-01-17,Selangor,54,8,16,3,27,15,24,15,none,0,0,24.0,0.44,39.14,12.17
2024-01-18,Selangor,47,15,13,1,18,2,28,17,none,0,0,23.0,0.58,37.57,12.67
2024-01-19,Selangor,48,10,17,1,20,18,12,18,none,0,0,22.0,0.24,38.57,12.27
2024-01-20,Selangor,82,21,23,7,31,15,55,12,none,0,1,21.0,0.66,37.71,12.6
2024-01-21,Selangor,218,63,52,11,92,28,136,54,normal_spike,0,1,20.0,0.62,36.29,12.33
2024-01-22,Selangor,6,1,2,0,3,0,5,1,none,0,0,19.0,0.71,43.14,13.17
2024-01-23,Selangor,107,25,38,9,35,27,31,49,none,0,0,18.0,0.29,42.57,12.87
2024-01-24,Selangor,89,21,29,9,30,21,43,25,none,0,0,17.0,0.48,41.57,13.37
